assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
713520,55071,Decrease in intracellular redox potential in wild-type Mycobacterium bovis BCG assessed as decreased accumulation of formazan at 256 mg/liter after 1 hr by MTT assay,F,,,Mycobacterium bovis BCG,33892.0,,,,,102520,N,1,Autocuration,1,,CHEMBL1658738,,BAO_0000218,,,CLD0
6494,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,,50594,N,1,Intermediate,1,,CHEMBL624199,42.0,BAO_0000218,2107.0,,CLD0
449503,37011,"AUC in mouse at 10 mg/kg, po",A,,,Mus musculus,10090.0,,Plasma,,,50594,N,1,Intermediate,1,,CHEMBL899771,,BAO_0000218,1969.0,,CLD0
493622,45890,Decrease in nuclear co-repressor receptor binding to mouse CAR F171A mutant expressed in HEK293 cells at 10 uM by yeast two-hybrid assay,B,,,Mus musculus,10090.0,,,HEK293,,11087,D,9,Autocuration,1,,CHEMBL938569,722.0,BAO_0000219,,543.0,CLD0
537721,44682,"Antitumor activity against human MDA-MB-231 cells xenografted in NCR/NU NU mouse assessed as tumor volume measured on day 14 initially dosed at 2 mg/kg, ip qd x 5/week for 2 weeks and was gradually increased to 6 mg/kg x 5/week schedule",F,In vivo,,Homo sapiens,9606.0,,,MDA-MB-231,,81252,N,1,Autocuration,1,,CHEMBL994184,325.0,BAO_0000218,,,CLD0
620425,50055,Inhibition of CYP3A4 using midazolam as a substrate,A,,,,,,,,,17045,H,8,Autocuration,1,,CHEMBL1112320,,BAO_0000357,,,CLD0
46136,5484,"Binding affinity towards cannabinoid CB1 receptor in rat brain membrane by displacement of [3H]SR-141,716A",B,,,,,,Brain,,,10502,H,8,Expert,1,,CHEMBL660010,,BAO_0000249,955.0,,CLD0
477121,39354,Cytotoxicity against human SNB75 cells,F,,,Homo sapiens,9606.0,,,SNB-75,,81278,N,1,Autocuration,1,,CHEMBL931241,606.0,BAO_0000219,,,CLD0
574038,47421,Antiviral activity against HIV1 with reverse transcriptase K70E M184V and K70G M184V mutation by vircotype clinical cutoffs assay relative to wild type HIV1,F,,,Human immunodeficiency virus 1,11676.0,,,,,50607,N,1,Autocuration,1,,CHEMBL1053769,,BAO_0000218,,,CLD0
940091,72140,Antagonist activity at CCR11 (unknown origin) assessed as inhibition of chemotaxis at 10 uM,B,,,Homo sapiens,9606.0,,,,,105616,D,9,Autocuration,1,552915,CHEMBL2328025,,BAO_0000357,,,CLD0
187103,11898,In vivo motor activity at 50 umol/kg (sc) in male rats expressed as accumulated counts/30 min,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL789852,,BAO_0000218,,,CLD0
300285,20080,In vitro intrinsic clearance of urea in human liver microsomes in absence of UDPGA,A,In vitro,,Homo sapiens,9606.0,,Liver,,Microsome,22224,U,0,Autocuration,1,,CHEMBL850851,,BAO_0000251,2107.0,,CLD0
308923,20005,Minimum inhibitory concentration against Staphylococcus aureus ATCC 25923,F,,,Staphylococcus aureus,1280.0,,,,,50185,N,1,Intermediate,1,,CHEMBL831735,,BAO_0000218,,,CLD0
902491,69126,Cytotoxicity against Homo sapiens (human) HCT116 cells assessed as DNA fragmentation at 53.2 uM after 48 hr by agarose gel electrophoresis,F,,,Homo sapiens,9606.0,,,HCT-116,,80928,N,1,Autocuration,1,505149,CHEMBL3063656,721.0,BAO_0000219,,,CLD0
913716,70257,Insecticidal activity against Musca domestica (house fly) assessed as increase in mortality,F,,,Musca domestica,7370.0,,,,,50562,N,1,Autocuration,1,530485,CHEMBL3058013,,BAO_0000218,,,CLD0
446666,36720,"Antinociceptive activity in mouse at 3 mg/kg, sc by tail flick test after 20 mins",F,,,Mus musculus,10090.0,,Tail,,,50594,N,1,Intermediate,1,,CHEMBL896960,,BAO_0000218,2415.0,,CLD0
984393,75086,Inhibition of GAT-1 (unknown origin),B,,,Homo sapiens,9606.0,,,,,113,D,9,Autocuration,1,598738,CHEMBL2433117,,BAO_0000357,,,CLD0
609945,49621,Toxicity in thioglycolate-induced mouse peritoneal macrophages assessed as induction of apoptosis after 24 hrs by flow cytometry,A,,,Mus musculus,10090.0,,,Peritoneal macrophage cell,,22224,U,0,Autocuration,1,,CHEMBL1064792,421.0,BAO_0000219,,,CLD0
978622,74623,"Cmax in rat at 0.82 mg/kg, iv",A,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,590328,CHEMBL2422139,,BAO_0000218,,,CLD0
505259,41346,Cytotoxicity against human A549 cells,F,,,Homo sapiens,9606.0,,,A549,,80682,N,1,Autocuration,1,,CHEMBL943575,646.0,BAO_0000219,,,CLD0
309449,20023,Minimum inhibitory concentration of compound against Pseudomonas aeruginosa derepressed 88/98 in presence of compound 14,F,,,Pseudomonas aeruginosa,287.0,,,,,50117,N,1,Intermediate,1,,CHEMBL835100,,BAO_0000218,,,CLD0
13914,12582,Total electrolytic excretion of chlorine in urine of dogs after intravenous administration of 7.85 uM/Kg of drug,A,,,Canis lupus familiaris,9615.0,,Urine,,,50588,N,1,Intermediate,1,,CHEMBL627412,,BAO_0000218,1088.0,,CLD0
555767,42120,Activation of Mycobacterium tuberculosis glutamine synthetase at 1 mM in water,B,,,Mycobacterium tuberculosis,1773.0,,,,,22226,U,0,Autocuration,1,,CHEMBL963815,,BAO_0000019,,,CLD0
585172,48137,Inhibition of efflux pump in Streptococcus pneumoniae Spn-058 assessed as change in ciprofloxacin MIC at 20 ug/ml by broth macrodilution method,B,,,Streptococcus pneumoniae,1313.0,Spn-058,,,,22226,U,0,Autocuration,1,,CHEMBL1055944,,BAO_0000019,,,CLD0
1358249,83416,"Antitumor activity against mouse L1210 cells allografted in BDF1 mouse assessed as increase in life span at 1000 mg/kg, ip administered 24 hrs post-implantation measured up to 30 days relative to control",F,,,Mus musculus,10090.0,,,L1210,,80193,N,1,Autocuration,1,684878,CHEMBL3284417,691.0,BAO_0000218,,,CLD0
606765,49257,"Selectivity index, ratio of CC50 for MDCK cells to EC50 for influenza virus H1N1 A/PR/8/34",T,,,,,,,MDCK,,22226,U,0,Autocuration,1,,CHEMBL1066687,499.0,BAO_0000219,,,CLD0
1527193,93884,Cell cycle arrest in human M21 cells assessed as accumulation at G0/G1 phase at 5.4 uM after 24 hrs by DAPI staining-based flow cytometry (Rvb = 65.1%),F,,,Homo sapiens,9606.0,,,M21,,81233,N,1,Autocuration,1,778664,CHEMBL3635852,790.0,BAO_0000219,,,CLD0
610201,49554,Growth inhibition of human HCT116 cells at 500 nM after 24 hrs by propidium iodide assay,F,,,Homo sapiens,9606.0,,,HCT-116,,80928,N,1,Autocuration,1,,CHEMBL1067785,721.0,BAO_0000219,,,CLD0
428508,35189,"Half life in rat at 10 mg/kg, iv",A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL920413,,BAO_0000218,,,CLD0
760641,58465,Antimicrobial activity against methicillin-resistant Staphylococcus aureus ATCC 43300 by broth dilution method,F,,,Staphylococcus aureus,1280.0,ATCC 43300,,,,50185,N,1,Autocuration,1,383818,CHEMBL1815626,,BAO_0000218,,,CLD0
418315,31905,"Tmax in Sprague-Dawley rat at 5 mg/kg, po",A,In vivo,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Intermediate,1,,CHEMBL855581,,BAO_0000218,,,CLD0
1330263,81928,"Neuroprotective activity in R6/2 transgenic mouse assessed as reduction of foot-clasping posture at 0.4%, po measured on week 8",F,,,Mus musculus,10090.0,,,,,50594,N,1,Autocuration,1,634604,CHEMBL3224866,,BAO_0000218,,,CLD0
658741,52804,"AUC (0 to infinity) in CD1 mouse at 24.6 mg/kg, po",A,,,Mus musculus,10090.0,CD1,Plasma,,,50594,N,1,Autocuration,1,,CHEMBL1248482,,BAO_0000218,1969.0,,CLD0
468671,38785,Displacement of [125I]AB-MECA from human adenosine A3 receptor expressed in CHO cells at 1 uM,B,,,Homo sapiens,9606.0,,,CHO,,280,D,9,Autocuration,1,,CHEMBL950998,449.0,BAO_0000219,,,CLD0
114754,6508,Dose (iv) required against Staphylococcus aureus infected mice,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL722834,,BAO_0000218,,,CLD0
918172,70477,Antifungal activity against Rhizoctonia solani AG-4 RST-04 assessed as mycelial growth inhibition after 2 days,F,,,Rhizoctonia solani AG-4,457000.0,RST-04,,,,107217,N,1,Autocuration,1,528654,CHEMBL3060414,,BAO_0000218,,,CLD0
449916,37061,Reactivation of paraoxon inhibited bovine RBC AChE,B,,,Bos taurus,9913.0,,,,,17066,D,9,Intermediate,1,,CHEMBL899020,,BAO_0000357,,,CLD0
810279,61483,Inhibition of wild type LRRK2 phosphorylation at Ser935 in mouse 3T3 cells after 90 mins by Western blot analysis,B,,,Mus musculus,10090.0,,,NIH3T3,,104490,D,9,Autocuration,1,437865,CHEMBL2015788,723.0,BAO_0000219,,,CLD0
45368,11766,Inhibitory activity against Cathepsin G (CatG) at 28 uM concentration,B,,,,,,,,,10494,H,8,Autocuration,1,,CHEMBL661904,,BAO_0000357,,,CLD0
627640,50607,"Increase in human IgG catabolism in endogenous FcRn/beta2m gene knockout TG32B transgenic mouse harboring human FcRn at 5 mg/kg, iv QD for 4 consecutive days measured after 24 hrs by ELISA",F,,,Mus musculus,10090.0,,,,,50594,N,1,Autocuration,1,,CHEMBL1114470,,BAO_0000218,,,CLD0
807458,61258,Growth inhibition of human NCI-H522 cells at 10 uM after 48 hrs by sulforhodamine B assay,F,,,Homo sapiens,9606.0,,,NCI-H522,,81283,N,1,Autocuration,1,436215,CHEMBL1958580,600.0,BAO_0000219,,,CLD0
300027,21427,"In vivo antitrypanosomal activity at a dose of 4*8 mg/kg, i.p., in mice infected with Trypanosoma brucei brucei STIB 795 strain, measured as survival days (control 7 days)",F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL838592,,BAO_0000218,,,CLD0
459747,38060,Cytotoxicity against human SK-OV-3 cells,F,,,Homo sapiens,9606.0,,,SK-OV-3,,80493,N,1,Autocuration,1,,CHEMBL943794,757.0,BAO_0000219,,,CLD0
167213,15215,The compound was evaluated for the APTT value expressed as multiplies of control and was measured at the termination of the experiment (45 min later) in the rat model of arterial thrombosis at 3.0 dose (mg/kg),F,,,Rattus norvegicus,10116.0,,,,,22221,N,1,Intermediate,1,,CHEMBL774257,,BAO_0000218,,,CLD0
687848,53969,Selectivity ratio of IC50 for human COX1 to IC50 for human COX2,B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL1291412,,BAO_0000019,,,CLD0
205700,16464,Cytotoxicity against T24 bladder cell lines using MTT colorimetric assay; NE is no effect at 1x 10 E-5,F,,,Homo sapiens,9606.0,,,T-24,,80532,N,1,Intermediate,1,,CHEMBL807792,704.0,BAO_0000219,,,CLD0
630517,50969,Permeability by PAMPA,A,,,,,,,,,22224,U,0,Autocuration,1,,CHEMBL1104789,,BAO_0000019,,,CLD0
1546737,97555,Antimycobacterial activity against multi-drug resistant Mycobacterium tuberculosis Praha 1 after 21 days by microplate dilution method,F,,,Mycobacterium tuberculosis,1773.0,Praha 1,,,,50309,N,1,Autocuration,1,788145,CHEMBL3748262,,BAO_0000218,,,CLD0
981440,74845,"Transactivation of human full length VDR R274L mutant expressed in COS7 cells after 24 rs by luciferase reporter gene assay relative to 1,25(OH)2D3",B,In vitro,,Homo sapiens,9606.0,,,COS-7,,64,D,9,Autocuration,1,593322,CHEMBL2428503,643.0,BAO_0000219,,1198.0,CLD0
89500,10110,Antiviral activity at <=320 uM determined in a culture of Influenza A; IA = inactive,F,,,influenza,11309.0,,,,,50652,N,1,Intermediate,1,,CHEMBL697072,,BAO_0000218,,,CLD0
317443,21587,Compound was tested for cytotoxicity in Vero cells; Insoluble,A,,,Chlorocebus sabaeus,60711.0,,,Vero,,22224,U,0,Autocuration,1,,CHEMBL874752,496.0,BAO_0000219,,,CLD0
100428,15470,Tested in vitro for cytotoxicity against MCF-7/WT wild-type human breast cancer cells,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Expert,1,,CHEMBL710916,491.0,BAO_0000219,,,CLD0
118624,13617,Tumor growth inhibition of B16 melanoma implanted sc in B6D2F1 mice when 0.4 mL/mouse administered i.v. on day 9 at 4.8 mg/kg/day,F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL724674,,BAO_0000218,,,CLD0
638846,51516,Inhibition of histidine-tagged human recombinant ABL expressed in baculovirus system assessed as [gamma32P]ATP utilization after 10 mins by liquid scintillation counting using abtide peptide as substrate,B,,,Homo sapiens,9606.0,,,,,8,D,9,Intermediate,1,,CHEMBL1166970,,BAO_0000019,,,CLD0
1515974,93382,"Toxicity in Swiss albino mouse assessed as changes in absolute and relative organ weight at 100 mg/kg, po dosed once orally for 28 days",A,,,Mus musculus,10090.0,Swiss,,,,50594,N,1,Autocuration,1,767302,CHEMBL3615177,,BAO_0000218,,,CLD0
485530,40592,Antifungal activity against Candida albicans at 10 ug in presence of 20 ppm exogenous ergosterol,F,,,Candida albicans,5476.0,,,,,50442,N,1,Autocuration,1,,CHEMBL1016458,,BAO_0000218,,,CLD0
737272,51887,"PUBCHEM_BIOASSAY: SAR analysis of antagonists of the Cannabinoid Receptor 1 using an Image-Based Assay - Set 3. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]",F,,confirmatory,Homo sapiens,9606.0,,,,,87,D,9,Autocuration,7,434929,CHEMBL1738248,,BAO_0000019,,,CLD0
1456390,90334,Activation of LXR in mouse C2C12 cells assessed as induction of LPL mRNA expression at 10 uM after 24 hrs by quantitative RT-PCR analysis,B,,,Mus musculus,10090.0,,,C2C12,,22228,M,3,Autocuration,1,697777,CHEMBL3368615,376.0,BAO_0000219,,,CLD0
307482,21356,Topoisomerase-I mediated DNA Cleavage activity at 30 degree C for 30 min relative to NSC 314622; Range = 175-325%,B,,,Homo sapiens,9606.0,,,,,62,D,9,Expert,1,,CHEMBL835604,,BAO_0000357,,,CLD0
617668,50510,Agonist activity at human S1P4 receptor expressed in CHO cells assessed as induction of [S35]GTPgammaS binding,B,,,Homo sapiens,9606.0,,,CHO,,10809,D,9,Autocuration,1,,CHEMBL1101464,449.0,BAO_0000219,,,CLD0
510809,44240,Cytotoxicity against human HeLa cells by MTT assay,F,,,Homo sapiens,9606.0,,,HeLa,,81247,N,1,Autocuration,1,,CHEMBL998828,308.0,BAO_0000219,,,CLD0
659307,52758,Inhibition of GABAA receptor-mediated inhibitory synaptic currents in rat hippocampal neurons assessed as sEPSC bursts at 10 uM after 5 mins by whole-cell voltage clamp assay (Rvb = 5.6 +/- 1.6 Hz),B,,,Rattus norvegicus,10116.0,,Hippocampus,,,22226,U,0,Autocuration,1,,CHEMBL1247771,,BAO_0000221,10000000.0,,CLD0
1341673,82828,"Inhibition of prolactin release in reserpinized rat assessed as reduction in serum prolactin level at 2 mg, ip after 1 hr post dose by radioimmunoassay relative to untreated control",F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,672537,CHEMBL3256363,,BAO_0000218,,,CLD0
1332981,82054,"Antiallergic activity in Wistar Charles River rat assessed as inhibition of histamine-induced passive cutaneous anaphylaxis at 1 mg/kg, po relative to control",F,,,Rattus norvegicus,10116.0,Wistar Charles River,,,,50597,N,1,Autocuration,1,651481,CHEMBL3231832,,BAO_0000218,,,CLD0
965206,73949,Cytotoxicity against human HeLa cells by MTT assay in presence of serum free media,A,,,Homo sapiens,9606.0,,,HeLa,,81247,N,1,Autocuration,1,576587,CHEMBL2393991,308.0,BAO_0000219,,,CLD0
872601,66746,Apparent permeability of compound at 1 uM after 5 hrs by PAMPA assay,A,,,,,,,,,22224,U,0,Autocuration,1,488979,CHEMBL2183760,,BAO_0000019,,,CLD0
139552,4794,Activation of murine PPAR delta ligand binding domain,B,,,Mus musculus,10090.0,,,,,10960,D,9,Expert,1,,CHEMBL746684,,BAO_0000357,,,CLD0
1478892,91843,Inhibition of long-lasting type calcium current (hICa) in Chinese Hamster Ovary (CHO) cells expressing hCav1.2 measured using IonWorks Quattro automated patch clamp platform,F,In vitro,,Cricetulus griseus,10029.0,,,CHO,,169,H,8,Autocuration,1,226,CHEMBL3430364,449.0,BAO_0000219,,,CLD0
47688,2452,Tested in vitro for the antibacterial activity against Citrobacter freundii strain CF17,F,,,Citrobacter freundii,546.0,,,,,50208,N,1,Intermediate,1,,CHEMBL663443,,BAO_0000218,,,CLD0
1445360,90109,Effect on phosphorylation motif of protein kinase C in human MCF7 cells at 50 uM by immunoblotting analysis,B,,,Homo sapiens,9606.0,,,MCF7,,104683,D,5,Autocuration,1,719630,CHEMBL3378512,491.0,BAO_0000219,,,CLD0
1330035,81719,Growth inhibition of human M14 cells after 48 hrs by SRB assay,F,,,Homo sapiens,9606.0,,,M14,,80214,N,1,Autocuration,1,639057,CHEMBL3222833,577.0,BAO_0000219,,,CLD0
1356302,83537,Hydrolysis of the compound at pH 7.4 at 37 degC assessed as first-order rate coefficient at 3.3 x 10' -4 M,P,,,,,,,,,22229,U,0,Autocuration,1,681357,CHEMBL3279050,,BAO_0000100,,,CLD0
514722,44100,"Cmax in monkey at 0.32 mg/kg, po",A,In vivo,,Macaca mulatta,9544.0,,,,,50797,N,1,Autocuration,1,,CHEMBL976371,,BAO_0000218,,,CLD0
382066,31527,Selectivity for human D4 receptor over D1 receptor,B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL864881,,BAO_0000019,,,CLD0
460537,38139,Selectivity ratio of pEC50 for human 5HT2B to pEC50 for human 5HT2C,B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL927579,,BAO_0000019,,,CLD0
58673,10130,In vitro binding affinity towards Dopamine receptor D1 by displacing [125I]FISCH radioligand in rat striatal homogenate,B,,,,,,,,,10304,H,8,Autocuration,1,,CHEMBL670447,,BAO_0000019,,,CLD0
636778,51451,"Antiinflammatory activity in rat assessed as reduction in carrageenan-induced paw edema at 10 mg/kg, ip administered 1 hr before carrageenan challenge measured after 1 hr",F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,,CHEMBL1167067,,BAO_0000218,,,CLD0
91740,14248,Inhibition of rat kidney Kynurenine 3-hydroxylase.,B,,,,,,,,,11845,H,8,Expert,1,,CHEMBL702202,,BAO_0000357,,,CLD0
894541,67917,Stimulation of aerial parts development in Urochloa decumbens pregerminated seeds at 5x10'-4 mol/l at 28 degC after 24 to 48 hr by sand based radicle elongation assay,F,,,Urochloa decumbens,240449.0,,,,,107315,N,1,Autocuration,1,507282,CHEMBL3052243,,BAO_0000218,,,CLD0
931187,71559,Antimicrobial activity against Curvularia australiensis assessed as growth inhibition by microdilution method,F,,,Curvularia australiensis,91365.0,,,,,103005,N,1,Autocuration,1,542741,CHEMBL3069265,,BAO_0000218,,,CLD0
950258,72742,Growth inhibition of human T47D cells assessed as cell growth at 10 '-6 M after 48 hrs by sulforhodamine B assay,F,,,Homo sapiens,9606.0,,,T47D,,80712,N,1,Autocuration,1,561751,CHEMBL2349678,594.0,BAO_0000219,,,CLD0
1543026,97457,"Cmax in BALB/C mouse brain at 2 mg/kg, iv",A,,,Mus musculus,10090.0,BALB/C,Brain,,,102264,N,1,Autocuration,1,788453,CHEMBL3743949,,BAO_0000218,955.0,,CLD0
702688,54775,"Unbound clearance in rat at 2 mg/kg, iv and 2 mg/kg, po",A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,,CHEMBL1657624,,BAO_0000218,,,CLD0
1332260,81993,"Half life in rat at 2 mg/kg, po and 2 mg/kg, iv",A,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,635062,CHEMBL3226539,,BAO_0000218,,,CLD0
895112,67926,Insecticidal activity against fourth-instar larval stage of Culex pipiens pallens (mosquito) assessed as mortality at 0.005 mg/l at 25 +/-1degC after 8 days,F,,,Culex pipiens pallens,42434.0,,Instar larval stage,,,106858,N,1,Autocuration,1,505250,CHEMBL3050553,,BAO_0000218,4730.0,,CLD0
148739,3870,Compound was evaluated for cytotoxicity against human ovarian cancer cell SKOV-3,F,,,Homo sapiens,9606.0,,,Cancer cell lines,,22221,N,1,Autocuration,1,,CHEMBL755087,1015.0,BAO_0000219,,,CLD0
1516896,93418,Inhibition of rat NaV1.5 channel at 1 uM relative to control,B,,,Rattus norvegicus,10116.0,,,,,12606,D,9,Autocuration,1,767909,CHEMBL3618949,,BAO_0000357,,,CLD0
757539,58264,Metabolic stability in human liver microsomes assessed as phase 1 transformation at 0.15 mM after 60 mins by LC-ESI-MS and LC-UV analysis in presence of NADP(H)-regenerating system,A,,,Homo sapiens,9606.0,,Liver,,Microsome,102164,S,2,Autocuration,1,387609,CHEMBL1804654,,BAO_0000251,2107.0,,CLD0
396273,31704,Inhibition of ErbB1,B,,,Homo sapiens,9606.0,,,,,9,D,9,Expert,1,,CHEMBL910357,,BAO_0000357,,,CLD0
678644,53664,Induction of Ppbp2::lacZ gene expression in Staphylococcus aureus SH1000 at 0.3 ug/ml after 0.5 hrs by beta-galactosidase reporter gene assay relative to untreated control,F,,,Staphylococcus aureus,1280.0,SH1000,,,,50185,N,1,Autocuration,1,,CHEMBL1281738,,BAO_0000218,,,CLD0
1537939,97353,"Selectivity index, ratio of IC50 for bovine serum FAP to IC50 for recombinant human DPP4",B,,,,,,,,,22226,U,0,Autocuration,1,785392,CHEMBL3738372,,BAO_0000019,,,CLD0
764628,58742,"Antihypertensive activity in spontaneously hypertensive rat assessed as reduction of mean blood pressure at 30 mg/kg, po after 8 hrs",F,,,Rattus norvegicus,10116.0,,Blood,,,50597,N,1,Autocuration,1,396616,CHEMBL1821180,,BAO_0000218,178.0,,CLD0
620273,50243,Neuroprotective activity against rotenone/oligomycin A-treated human SH-SY5Y cells assessed as cytoprotection at 0.3 uM pretreated 24 hrs before rotenone/oligomycin A challenge,F,,,Homo sapiens,9606.0,,,SH-SY5Y,,80471,N,1,Autocuration,1,,CHEMBL1105058,749.0,BAO_0000219,,,CLD0
983778,74883,Antibacterial activity against Staphylococcus aureus IFO 3060 assessed as growth inhibition at 100 ug/disc after 24 hrs by agar disc-diffusion method,F,,,Staphylococcus aureus,1280.0,IFO 3060,,,,50185,N,1,Autocuration,1,595399,CHEMBL2428117,,BAO_0000218,,,CLD0
308149,21355,Inhibitory activity (100 uM) against recombinant Trypanosoma cruzi trypanothione reductase was determined in presence of Trypanothione disulfide (110 uM),B,,,Trypanosoma cruzi,5693.0,,,,,10445,D,9,Expert,1,,CHEMBL834949,,BAO_0000357,,,CLD0
164710,5629,Relaxant effect on rabbit corpus cavernosum,F,,,Oryctolagus cuniculus,9986.0,,Corpus cavernosum,,,50592,N,1,Expert,1,,CHEMBL772501,,BAO_0000218,6609.0,,CLD0
709587,55056,"AUC (0 to infinity) in Plasmodium falciparum-infected patient at 320 mg/kg, po",A,,,Homo sapiens,9606.0,,Plasma,,,50587,N,1,Autocuration,1,,CHEMBL1666760,,BAO_0000218,1969.0,,CLD0
189341,10752,Percent of animals selecting drug liver was determined at a dose of 1.01 intraperitoneally. (No. of animals disrupted:0),F,,,Rattus norvegicus,10116.0,,Liver,,,50597,N,1,Intermediate,1,,CHEMBL792950,,BAO_0000218,2107.0,,CLD0
1522261,93736,Cytotoxicity against human MDA-MB-231 cells assessed as decrease in cell proliferation after 72 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,MDA-MB-231,,81252,N,1,Autocuration,1,777989,CHEMBL3630530,325.0,BAO_0000219,,,CLD0
576836,47413,Antiviral activity against Hepatitis B virus in human HepG2(2.2.15) cells assessed as reduction of total medium HBsAg secretion at 4 uM after 6 days by dot blot enzyme immunoassay,F,,,Hepatitis B virus,10407.0,,,HepG2 2.2.15,,50606,N,1,Autocuration,1,,CHEMBL1035421,5553.0,BAO_0000218,,,CLD0
899512,68979,Effect on lipase production in Staphylococcus aureus after 7 days,F,,,Staphylococcus aureus,1280.0,,,,,50185,N,1,Autocuration,1,503096,CHEMBL3049387,,BAO_0000218,,,CLD0
1519850,93557,"Antimycobacterial activity against Mycobacterium tuberculosis H37Rv infected in Balb/c mouse assessed as reduction in spleen bacterial load at 50 mg/kg, po dosed once daily 5 days per week for 3 weeks",F,,,Mycobacterium tuberculosis H37Rv,83332.0,,Spleen,,,104907,N,1,Autocuration,1,774642,CHEMBL3624693,,BAO_0000218,2106.0,,CLD0
27063,16188,Volume of distribution in Sprague-Dawley Rat (Wt 286) was determined after iv administration at a dose of 1 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL632939,,BAO_0000218,,,CLD0
808174,61228,Reactivation of Sp-GAC-inhibited recombinant AChE at 100 uM relative to 2-PAM,B,,,,,,,,,93,H,8,Autocuration,1,432746,CHEMBL1960891,,BAO_0000357,,,CLD0
8640,8677,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",A,In vivo,,Rattus norvegicus,10116.0,,Kidney,,,50597,N,1,Intermediate,1,,CHEMBL621097,,BAO_0000218,2113.0,,CLD0
1465595,91172,Inhibition of CYP3A4 (unknown origin) using DBF fluorometric substrate,A,,,Homo sapiens,9606.0,,,,,17045,D,9,Autocuration,1,730826,CHEMBL3404897,,BAO_0000357,,,CLD0
445368,36636,Selectivity for human dopamine D3 receptor over human 5HT1A receptor,B,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL895658,,BAO_0000019,,,CLD0
505655,42374,Antiplatelet activity against washed rabbit platelet assessed as inhibition of platelet activating factor-induced platelet aggregation at 50 ug/mL preincubated 3 mins before PAF challenge by turbidimetric method,F,,,Oryctolagus cuniculus,9986.0,,,Platelet,,22221,N,1,Autocuration,1,,CHEMBL943435,5578.0,BAO_0000219,,,CLD0
767573,58869,Efflux ratio of permeability across MDCK2 expressing MDR1 at 5 uM after 120 mins by LC/MS/MS method,A,,,Canis lupus familiaris,9615.0,,,MDCK2,,22224,U,0,Autocuration,1,401362,CHEMBL1825685,,BAO_0000019,,,CLD0
1297661,77141,"Total plasma clearance in Sprague-Dawley rat at 2 mg/kg, iv by LC-MS analysis",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,Plasma,,,50597,N,1,Autocuration,1,628116,CHEMBL3130750,,BAO_0000218,1969.0,,CLD0
13187,11510,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,A,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL632020,,BAO_0000218,,,CLD0
96975,6983,Antitumor activity in the mice with intraperitoneal implanted L1210 lymphoid leukemia at the dose 34.8 and 56.1 mg/kg/day x 5 was determined as percentage increase in the life span as compared with control tumor bearers,F,,,Mus musculus,10090.0,,,L1210,,80193,N,1,Intermediate,1,,CHEMBL711691,691.0,BAO_0000218,,,CLD0
800104,60785,Agonist activity at CXCR4 expressed in CHO cells at 10'-6 to 10'-5 M by cellular dielectric spectroscopy,F,,,,,,,CHO,,10473,H,8,Autocuration,1,425397,CHEMBL1941995,449.0,BAO_0000219,,,CLD0
615043,50369,Cytotoxicity against Vaccinia virus infected HEL cells by trypan blue exclusion method,A,,,Homo sapiens,9606.0,,,HEL,,80942,N,1,Autocuration,1,,CHEMBL1104282,468.0,BAO_0000219,,,CLD0
